PID;Year Built;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Remod/Add;1st Flr SF;2nd Flr SF;3Ssn Porch;Central Air;Enclosed Porch;Exter Cond;Exter Qual;Exterior 1st;Exterior 2nd;Fireplace Qu;Gr Liv Area;Heating QC;Kitchen AbvGr;Kitchen Qual;Low Qual Fin SF;MS SubClass;MS Zoning;Mas Vnr Area;Mas Vnr Type;Open Porch SF;Paved Drive;Roof Matl;Roof Style;Screen Porch;TotRms AbvGrd;Wood Deck SF;electrical;fence;fireplaces;foundation;functional;heating;Sale_Date;Sale Type;Sale Condition;saleprice;saleDate;Mo_Sold;Yr_Sold;Bsmt Full Bath;Bsmt Half Bath;Bedroom;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath_1;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath_1;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area
527451550;1972;21;1680;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Briardale          ;Norm                          ;Normal;Twnhs ;2Story;5;5;1972;630;672;0;Y;0;3;3;HdBoard;HdBoard;NA;1302;3;1;3;0;160;8;356;BrkFace;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,22975E+12;WD   ;Normal ;111750;2008/12/20 00:00:00.000;12;2008;1;1;1;280;TA;0;Rec;Unf;630;No;0;TA;0;350;TA;Detchd;1972;1;TA;Unf;264;;;;
527451550;1972;21;1680;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Briardale          ;Norm                          ;Normal;Twnhs ;2Story;5;5;1972;630;672;0;Y;0;3;3;HdBoard;HdBoard;NA;1302;3;1;3;0;160;8;356;BrkFace;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,22975E+12;WD   ;Normal ;111750;2008/12/20 00:00:00.000;12;2008;1;0;2;280;TA;0;Rec;Unf;630;No;0;TA;0;350;TA;Detchd;1972;1;TA;Unf;264;;;;
527451640;1972;21;1680;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Briardale          ;Norm                          ;Normal;Twnhs ;2Story;6;8;2007;483;504;0;Y;0;3;3;HdBoard;HdBoard;NA;987;2;1;2;0;160;8;510;BrkFace;0;Y;CompShg;Gable  ;0;5;250;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,2434E+12;WD   ;Normal ;118000;2009/05/27 00:00:00.000;5;2009;1;1;1;321;TA;0;ALQ;Unf;483;No;0;TA;0;162;TA;Detchd;1972;1;TA;Unf;264;;;;
527451640;1972;21;1680;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Briardale          ;Norm                          ;Normal;Twnhs ;2Story;6;8;2007;483;504;0;Y;0;3;3;HdBoard;HdBoard;NA;987;2;1;2;0;160;8;510;BrkFace;0;Y;CompShg;Gable  ;0;5;250;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,2434E+12;WD   ;Normal ;118000;2009/05/27 00:00:00.000;5;2009;0;0;1;321;TA;0;ALQ;Unf;483;No;0;TA;0;162;TA;Detchd;1972;1;TA;Unf;264;;;;
527451650;1972;21;1680;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Briardale          ;Norm                          ;Normal;Twnhs ;2Story;5;7;1972;630;672;0;Y;0;3;3;CemntBd;CmentBd;NA;1302;3;1;3;0;160;8;268;BrkFace;0;Y;CompShg;Gable  ;0;6;185;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,23433E+12;WD   ;Normal ;119500;2009/02/11 00:00:00.000;2;2009;0;1;0;399;TA;0;ALQ;Unf;630;No;0;TA;0;231;TA;Detchd;1972;1;TA;Unf;264;;;;
527451650;1972;21;1680;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Briardale          ;Norm                          ;Normal;Twnhs ;2Story;5;7;1972;630;672;0;Y;0;3;3;CemntBd;CmentBd;NA;1302;3;1;3;0;160;8;268;BrkFace;0;Y;CompShg;Gable  ;0;6;185;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,23433E+12;WD   ;Normal ;119500;2009/02/11 00:00:00.000;2;2009;2;0;3;399;TA;0;ALQ;Unf;630;No;0;TA;0;231;TA;Detchd;1972;1;TA;Unf;264;;;;
527452060;1976;               ;4928;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;1Story;6;6;1976;958;0;0;Y;0;3;3;Plywood;Plywood;NA;958;3;1;3;0;120;6;0;None   ;60;Y;CompShg;Gable  ;0;5;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,25524E+12;WD   ;Normal ;143750;2009/10/11 00:00:00.000;10;2009;2;0;2;0;TA;0;LwQ;Unf;958;No;0;Gd;0;958;TA;Attchd;1976;2;TA;RFn;440;;;;
527452070;1975;53;4043;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;1Story;6;5;1975;1069;0;0;Y;0;3;3;Plywood;Plywood;Po;1069;2;1;3;0;120;6;0;None   ;55;Y;CompShg;Gable  ;225;4;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,15406E+12;WD   ;Normal ;146300;2006/07/28 00:00:00.000;7;2006;2;0;2;186;TA;1;ALQ;BLQ;1069;No;0;Gd;156;727;TA;Attchd;1975;2;TA;RFn;440;;;;
527452100;1976;               ;4928;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;1Story;6;5;1976;958;0;0;Y;0;3;3;Plywood;Plywood;TA;958;3;1;3;0;120;6;0;None   ;205;Y;CompShg;Gable  ;0;5;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,17134E+12;WD   ;Normal ;128000;2007/02/13 00:00:00.000;2;2007;2;0;2;958;TA;0;ALQ;Unf;1078;No;0;Gd;0;120;TA;Attchd;1977;2;TA;RFn;440;;;;
527452150;1977;53;4043;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;1Story;6;6;1977;1069;0;0;Y;0;3;3;Plywood;Plywood;NA;1069;3;1;3;0;120;6;0;None   ;55;Y;CompShg;Gable  ;200;4;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,22379E+12;COD  ;Abnorml;140000;2008/10/12 00:00:00.000;10;2008;2;0;2;510;TA;0;ALQ;Unf;1069;No;0;Gd;0;559;TA;Attchd;1977;2;TA;RFn;440;;;;
527452190;1977;53;4043;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;1Story;6;5;1977;1069;0;0;Y;0;3;3;Plywood;Plywood;Fa;1069;3;1;3;0;120;6;0;None   ;55;Y;CompShg;Gable  ;165;4;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,27882E+12;WD   ;Normal ;127500;2010/07/11 00:00:00.000;7;2010;2;0;2;709;TA;0;ALQ;Unf;1069;No;0;Gd;0;360;TA;Attchd;1977;2;TA;RFn;440;;;;
527452290;1967;65;7514;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;7;1975;1387;0;0;Y;240;3;3;MetalSd;MetalSd;TA;1387;3;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,15907E+12;WD   ;Normal ;145000;2006/09/24 00:00:00.000;9;2006;1;0;3;462;TA;0;ALQ;Rec;943;Mn;1;TA;108;373;TA;Attchd;1974;1;TA;RFn;300;;;;
527452310;1967;68;7838;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;SFoyer;5;5;1967;900;0;0;Y;0;3;3;HdBoard;HdBoard;Po;900;3;1;3;0;85;6;0;None   ;144;Y;CompShg;Gable  ;0;6;175;SBrkr;MnWw ;1;CBlock;Typ ;GasA ;1,16625E+12;WD   ;Normal ;123000;2006/12/16 00:00:00.000;12;2006;1;0;3;95;TA;0;ALQ;Unf;864;Av;1;TA;0;769;TA;Attchd;1967;1;TA;RFn;288;;;;
527453010;1976;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;6;1976;804;744;0;Y;0;3;3;Plywood;Brk Cmn;TA;1548;3;1;2;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;48;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,18525E+12;WD   ;Normal ;155000;2007/07/24 00:00:00.000;7;2007;0;1;0;248;TA;0;ALQ;Unf;804;No;1;Gd;0;556;TA;Detchd;1976;2;TA;Unf;440;;;;
527453010;1976;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;6;1976;804;744;0;Y;0;3;3;Plywood;Brk Cmn;TA;1548;3;1;2;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;48;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,18525E+12;WD   ;Normal ;155000;2007/07/24 00:00:00.000;7;2007;2;0;3;248;TA;0;ALQ;Unf;804;No;1;Gd;0;556;TA;Detchd;1976;2;TA;Unf;440;;;;
527453050;1976;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1976;804;744;0;Y;0;3;3;Plywood;Brk Cmn;TA;1548;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;108;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,25316E+12;WD   ;Normal ;146000;2009/09/17 00:00:00.000;9;2009;1;1;0;498;TA;0;ALQ;Unf;804;No;0;Gd;0;306;TA;Detchd;1976;2;TA;RFn;440;;;;
527453050;1976;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1976;804;744;0;Y;0;3;3;Plywood;Brk Cmn;TA;1548;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;108;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,25316E+12;WD   ;Normal ;146000;2009/09/17 00:00:00.000;9;2009;1;0;3;498;TA;0;ALQ;Unf;804;No;0;Gd;0;306;TA;Detchd;1976;2;TA;RFn;440;;;;
527453060;1976;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;6;1976;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;87;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24729E+12;WD   ;Normal ;148500;2009/07/11 00:00:00.000;7;2009;0;1;1;289;TA;0;ALQ;Unf;855;No;0;Gd;0;566;TA;Attchd;1976;2;TA;Unf;440;;;;
527453060;1976;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;6;1976;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;87;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24729E+12;WD   ;Normal ;148500;2009/07/11 00:00:00.000;7;2009;2;0;2;289;TA;0;ALQ;Unf;855;No;0;Gd;0;566;TA;Attchd;1976;2;TA;Unf;440;;;;
527453070;1976;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;1Story;7;7;1976;1055;0;0;Y;0;3;3;Plywood;Brk Cmn;NA;1055;3;1;3;0;120;6;0;None   ;29;Y;CompShg;Gable  ;0;4;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,14611E+12;WD   ;Normal ;137500;2006/04/27 00:00:00.000;4;2006;2;0;2;443;TA;0;ALQ;BLQ;1055;No;1;TA;492;120;TA;Attchd;1976;1;TA;Unf;319;;;;
527453130;1975;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;6;1975;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;3;1;2;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;6;173;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,27727E+12;WD   ;Normal ;149900;2010/06/23 00:00:00.000;6;2010;0;1;0;341;TA;0;ALQ;Unf;855;No;0;TA;0;514;TA;Attchd;1975;2;TA;Unf;440;;;;
527453130;1975;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;6;1975;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;3;1;2;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;6;173;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,27727E+12;WD   ;Normal ;149900;2010/06/23 00:00:00.000;6;2010;2;0;3;341;TA;0;ALQ;Unf;855;No;0;TA;0;514;TA;Attchd;1975;2;TA;Unf;440;;;;
527453140;1975;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;1Story;7;5;1975;1055;0;0;Y;0;3;3;Plywood;Brk Cmn;Fa;1055;3;1;3;0;120;6;0;None   ;27;Y;CompShg;Gable  ;0;4;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,251E+12;WD   ;Normal ;123000;2009/08/23 00:00:00.000;8;2009;2;0;2;0;TA;1;ALQ;LwQ;1057;No;0;Gd;622;435;TA;Attchd;1975;2;TA;RFn;440;;;;
527453150;1975;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;1Story;7;6;1975;836;0;0;Y;0;3;3;Plywood;Brk Cmn;NA;836;1;1;3;0;120;6;0;None   ;30;Y;CompShg;Gable  ;0;4;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,27623E+12;WD   ;Normal ;120000;2010/06/11 00:00:00.000;6;2010;1;0;2;836;TA;0;Unf;Unf;836;No;0;Gd;0;0;TA;Attchd;1975;1;TA;Unf;308;;;;
527453160;1975;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;6;1975;855;601;0;Y;0;3;3;Plywood;Brk Cmn;NA;1456;2;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,21117E+12;WD   ;Normal ;143000;2008/05/19 00:00:00.000;5;2008;0;1;0;275;TA;0;ALQ;LwQ;855;No;0;Gd;294;286;TA;Attchd;1975;2;TA;RFn;460;;;;
527453160;1975;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;FR2    ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;6;1975;855;601;0;Y;0;3;3;Plywood;Brk Cmn;NA;1456;2;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,21117E+12;WD   ;Normal ;143000;2008/05/19 00:00:00.000;5;2008;2;0;4;275;TA;0;ALQ;LwQ;855;No;0;Gd;294;286;TA;Attchd;1975;2;TA;RFn;460;;;;
527454050;1974;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1974;855;467;0;Y;0;3;3;Plywood;Brk Cmn;Fa;1322;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;6;260;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,2453E+12;WD   ;Normal ;147000;2009/06/18 00:00:00.000;6;2009;0;1;0;103;TA;1;ALQ;Rec;855;No;0;TA;495;257;TA;Attchd;1974;2;TA;Unf;440;;;;
527454050;1974;24;2308;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1974;855;467;0;Y;0;3;3;Plywood;Brk Cmn;Fa;1322;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;6;260;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,2453E+12;WD   ;Normal ;147000;2009/06/18 00:00:00.000;6;2009;2;0;3;103;TA;1;ALQ;Rec;855;No;0;TA;495;257;TA;Attchd;1974;2;TA;Unf;440;;;;
527454120;1977;24;2529;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;1Story;7;6;1977;1055;0;0;Y;0;3;3;Plywood;Brk Cmn;NA;1055;4;1;3;0;120;6;0;None   ;38;Y;CompShg;Gable  ;0;4;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,22171E+12;WD   ;Normal ;148500;2008/09/18 00:00:00.000;9;2008;2;0;2;677;TA;0;ALQ;Unf;1055;No;0;Gd;0;378;TA;Attchd;1977;2;TA;Unf;440;;;;
527454130;1977;24;2349;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;5;1977;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;3;1;3;0;160;6;0;None   ;28;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24314E+12;WD   ;Normal ;137900;2009/05/24 00:00:00.000;5;2009;1;1;1;466;TA;0;ALQ;Unf;855;No;0;Gd;0;389;TA;Attchd;1977;2;TA;Unf;440;;;;
527454130;1977;24;2349;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;5;1977;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;3;1;3;0;160;6;0;None   ;28;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24314E+12;WD   ;Normal ;137900;2009/05/24 00:00:00.000;5;2009;1;0;2;466;TA;0;ALQ;Unf;855;No;0;Gd;0;389;TA;Attchd;1977;2;TA;Unf;440;;;;
527454200;1978;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;5;1978;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;4;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;26;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,27995E+12;WD   ;Normal ;146000;2010/07/24 00:00:00.000;7;2010;0;1;0;544;TA;0;ALQ;Unf;855;No;0;Gd;0;311;TA;Attchd;1978;2;TA;Unf;440;;;;
527454200;1978;24;2280;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;5;1978;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;4;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;26;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,27995E+12;WD   ;Normal ;146000;2010/07/24 00:00:00.000;7;2010;2;0;3;544;TA;0;ALQ;Unf;855;No;0;Gd;0;311;TA;Attchd;1978;2;TA;Unf;440;;;;
527455030;1978;24;2304;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;1Story;7;7;1978;1055;0;0;Y;0;3;3;Plywood;Brk Cmn;NA;1055;3;1;3;0;120;6;0;None   ;32;Y;CompShg;Gable  ;0;4;108;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,17765E+12;WD   ;Normal ;142500;2007/04/27 00:00:00.000;4;2007;2;0;2;423;TA;0;GLQ;Unf;1061;No;0;Gd;6;632;TA;Attchd;1978;1;TA;Unf;319;;;;
527455050;1978;24;2364;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1978;804;744;0;Y;0;3;3;Plywood;Brk Cmn;TA;1548;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;108;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24867E+12;WD   ;Normal ;147000;2009/07/27 00:00:00.000;7;2009;1;1;1;484;TA;1;ALQ;Unf;804;No;0;Gd;0;320;TA;Detchd;1978;2;TA;Unf;440;;;;
527455050;1978;24;2364;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1978;804;744;0;Y;0;3;3;Plywood;Brk Cmn;TA;1548;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;108;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24867E+12;WD   ;Normal ;147000;2009/07/27 00:00:00.000;7;2009;1;0;2;484;TA;1;ALQ;Unf;804;No;0;Gd;0;320;TA;Detchd;1978;2;TA;Unf;440;;;;
527455060;1978;24;2289;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;6;1978;855;586;0;Y;0;3;3;Plywood;Brk Cmn;TA;1441;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;28;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24012E+12;WD   ;Normal ;148500;2009/04/19 00:00:00.000;4;2009;1;1;0;544;TA;0;ALQ;Unf;855;No;0;TA;0;311;TA;Attchd;1978;2;TA;Unf;440;;;;
527455060;1978;24;2289;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;6;1978;855;586;0;Y;0;3;3;Plywood;Brk Cmn;TA;1441;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;7;28;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24012E+12;WD   ;Normal ;148500;2009/04/19 00:00:00.000;4;2009;1;0;3;544;TA;0;ALQ;Unf;855;No;0;TA;0;311;TA;Attchd;1978;2;TA;Unf;440;;;;
527455080;1978;24;2364;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1978;855;601;0;Y;0;3;2;Plywood;Brk Cmn;TA;1456;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;6;147;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24046E+12;WD   ;Normal ;138000;2009/04/23 00:00:00.000;4;2009;1;1;0;576;TA;0;ALQ;Unf;855;No;0;Gd;0;279;TA;Attchd;1978;2;TA;Fin;440;;;;
527455080;1978;24;2364;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;2Story;6;5;1978;855;601;0;Y;0;3;2;Plywood;Brk Cmn;TA;1456;3;1;3;0;160;6;0;None   ;0;Y;CompShg;Gable  ;0;6;147;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24046E+12;WD   ;Normal ;138000;2009/04/23 00:00:00.000;4;2009;1;0;3;576;TA;0;ALQ;Unf;855;No;0;Gd;0;279;TA;Attchd;1978;2;TA;Fin;440;;;;
527455090;1976;24;2104;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;TwnhsE;1Story;7;6;1976;836;0;0;Y;0;3;3;Plywood;Brk Cmn;NA;836;3;1;3;0;120;6;0;None   ;20;Y;CompShg;Gable  ;0;5;150;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,25671E+12;WD   ;Normal ;128500;2009/10/28 00:00:00.000;10;2009;1;0;2;300;TA;1;ALQ;Unf;836;No;0;TA;0;536;TA;Attchd;1976;1;TA;Unf;345;;;;
527455100;1976;24;2179;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;5;1976;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;2;1;3;0;160;6;0;None   ;28;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,15354E+12;WD   ;Normal ;144000;2006/07/22 00:00:00.000;7;2006;0;1;1;785;TA;0;ALQ;Unf;855;No;0;Gd;0;70;TA;Attchd;1976;2;TA;RFn;460;;;;
527455100;1976;24;2179;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Northpark Villa    ;Norm                          ;Normal;Twnhs ;2Story;6;5;1976;855;601;0;Y;0;3;3;Plywood;Brk Cmn;TA;1456;2;1;3;0;160;6;0;None   ;28;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,15354E+12;WD   ;Normal ;144000;2006/07/22 00:00:00.000;7;2006;2;0;2;785;TA;0;ALQ;Unf;855;No;0;Gd;0;70;TA;Attchd;1976;2;TA;RFn;460;;;;
527455240;1967;65;7150;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1967;892;0;0;Y;0;3;3;HdBoard;HdBoard;NA;892;3;1;3;0;20;6;60;BrkFace;0;Y;CompShg;Gable  ;0;5;0;SBrkr;GdWo ;0;CBlock;Typ ;GasA ;1,24824E+12;WD   ;Normal ;100000;2009/07/22 00:00:00.000;7;2009;1;0;3;460;TA;0;BLQ;Unf;892;No;0;TA;0;432;TA;Attchd;1967;1;TA;RFn;288;;;;
527455250;1966;65;7150;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;6;1966;988;0;0;Y;0;3;3;HdBoard;HdBoard;NA;988;3;1;3;0;20;6;52;BrkFace;0;Y;CompShg;Hip    ;0;5;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,19502E+12;WD   ;Normal ;129250;2007/11/14 00:00:00.000;11;2007;1;0;3;263;TA;0;BLQ;Unf;988;No;1;TA;0;725;TA;Detchd;1974;1;TA;Unf;360;;;;
527455270;1966;               ;9477;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;North Ames         ;Norm                          ;Normal;1Fam  ;1Story;5;5;1966;892;0;0;Y;0;3;3;HdBoard;HdBoard;NA;892;3;1;3;0;20;6;65;BrkFace;0;Y;CompShg;Gable  ;0;5;0;SBrkr;GdWo ;0;CBlock;Typ ;GasA ;1,22413E+12;WD   ;Normal ;110000;2008/10/16 00:00:00.000;10;2008;1;0;3;524;TA;0;Rec;Unf;864;No;0;TA;0;340;TA;Attchd;1966;1;TA;RFn;264;;;;
